content,score
"Aplikasinya bagus dan tampilan antarmukanya juga bagus. Tidak ada kendala sama sekali dalam menggunakan aplikasi ini. Saya sangat menyukainya pada saat memesan makanan, karena ongkirnya murah dan terdapat berbagai pilihan pengantaran dengan biaya yang berbeda dan waktu pengiriman yang berbeda juga. Drivernya juga ramah.",5
aplikasinya mantap dan sangat membantu,5
"Baru kali ini saya sangat dikecewakan sama Grab, padahal saya sering pesan makanan dari aplikasi Grab... Pesanan saya tidak sampai dan tidak diberi reward untuk pesanan saya yang tidak sampai.. Seharusnya jika customer sudah dikecewakan, diberi reward untuk menebus kesalahan agar sering memakai aplikasi Grab.. Tapi kenyataannya tidak Benar-benar mengecewakan..",1
"bagus,sopir baik bngt jadi senang",5
"Agak kecewa sih sekarang. Karena banyak biaya tambahan. Ongkirnya lebih mahal, harga makanan di up juga terlalu banyak, masih pakai biaya pemesanan, biaya pengemasan, masih pula dimintain tambahan uang parkir sama driver nya.",2
"tolong dong grab udh 2 thun lebih make grab , dan kebiasaan selalu dapet sopir yang gak tau jalan , dan sedikit-sedikit liat map padahal jalanan besar gitu masa gak tau , kalo bisa dikasih wawasan lagi , udh bayar mahal mahal gak pake promo terus tpi pelayanan gini-gini aja, mending gojek deh",3
"lepas update apps nya tak boleh buka lagi,adoii menyusah betul lah grab ni",2
tolong. ini kenapa saya gabisa login di akun grab saya. padahal biasa saya login dengan otp via wa atau sms. saya coba lupa password. malah email lain yg bukan milik saya terdaftarnya.,5
"Nyebelin banget. Masa akun saya di beku kan? Emang sih saya sering instal-unistall app. Supaya pas gak butuh banget ruang ponsel bisa hemat. Gak mencurangi apapun malah di bekukan. Pas pengajuan banding juga di alihkan ke link, link nya error? Lebih di perhatikan lagi dong sistem keamanan nya gak jelas. Tolong balikin akun saya!",2
"Kenapa tiap buka app selalu keluar tiba"". Padahal sinyal juga g kenapa"". Ram hp pun masih banya. Jadi sebel tiap kali mau grab bike atau grab food, buka aplikasi aja g bisa. Hmm tolonh diperbaiki lagi. App lain tidak begini. TOLONG DIBANTU!!!",3
saya kesal banget!!! 😡udah berapa kali ganti nomor telepon buat masuk tapi tetep nggak bisa pakek email sama kayak gitu juga katanya akun ditangguhkan karena diluar batas kewajaran. Aneh 😡Padahal saya itu nomor telepon baru.Pertama nya aja bisa.Eehh nggak taunya katanya we need to re-register your account! Aneh kan.Kesel juga lama lama nggak bisa masuk!!!! 😡😡😡,1
"Untuk promo grab bike tlg diperjelas dong, klo waktu nya masih sesuai dgn ketentuan promo harusnya bisa digunakan. Tp klo promo nya hny bisa digunakan 1X perjalanan dlm sehari, ya diperjelas dgn info nya jgn diberi pemberitahuan voucher sudah hbs digunakan terus. Klo pas waktu nya hujan, meski hny gerimis apalagi hujan deras kenapa ya ga bisa dipesan grab nya? Apa ga ada yg narik ya pak ojek2 nya.. terus tarif nya mahal banget 2X smp 3X lipat dari tarif tanpa promo.",5
"dengan ad nya grap ap yang gak bisa di beli,bisa di beli di grap",5
"Buruk sekali, pada saat order grabmart d Indomaret maps nya ga muncul jadi kita gatau driver nya titik nya dimana . Pada saat stok barang kosong di Indomaret .. Malah d cancel dan ga bisa d ganti dengan produk yg sama walpun beda merk , paling enggak harga nya sama Gak seperti aplikasi gojek .. serba bisa dan d permudah 😂🙏",1
Aplikasi yang amat dan sangat memuakkan .. masak saya udah daftar trus tiba2 kluar sndiri trus di suruh daftar lagi .. dan pas daftar dengan akun yg sama masak akunsa ya di tangguhkan .. ni aplikasi apaan sih .. Padahal saya lagi buru2 ksel bngt ...,1
"Driver sulit dihubungi bahkan tidak merespon akhirnya pelanggan yang dijadikan korban. Akses dikunci, dan saya mengalami lebih dari sekali. Sebagai pengguna lama saya sangat kecewa, ketika hal itu terjadi dan menghubungi pusat bantuan dan jawaban yang diberikan adalah tidak ada. Benar-benar tidak membantu sama sekali. Sudah tidak ada harapan.",2
"Buat admin grab,kalau misalnya gedungnya udah pindah tempat, alamat nya tolong diperbaharui ya min. Sama kalo misalnya ada stok makanan yang habis di suatu toko, tolong diperbarui juga. Takutnya pas si customer lagi pengen bgt makanan itu, yang tadinya ada di halaman menu trus jadi gaada pas driver ke lokasi. Terima kasih banyak minn🫶🏼",2
harga mahal baru di ambil giliran padahal pake promo,5
"aku termasuk yg setiap hari pake layanan grab lho, food maupun transportasi.. menurutku grab itu keren bgt banyak promo... cuma aplikasinya berat bgt jadi kadang loadingnya lama... tolong aplikasinya di bikin simple donk jd gak abisin memory hehehehe... overall makasih grab 😊",5
"Dipakai di Kuala Lumpur, dicarikan sama aplikasi driver yang jauh-jauh berjarak sekitar 20 menit padahal driver yg dekat tersedia, ketika dicancel malah kena charge di kartu kredit, serta di komplain via apps melalui pusat bantuan tp no respon, awal nya bintang 1 tp laku developer merespon dan mengembalikan charge yg di kartu kredit",4
Banyak sering up grade bikin kesel aja krn app makan banyak tempat di memori krn sering up grade dan up date trs ... App klo bsa jgn sering upgrade selain instal lama download app jga makan kouta dan tempat dimemorie lama2 penumpang mending boking off line gk ribet dgn app .. Klo hp memori ram minim gk akan mampu untuk bampung upgrade app ini...,1
Tolong ini aplikasi grab sudah bbrp hari terakhir tidak bisa dibuka dan tidak bisa di acc kenapa ya ? sy sudah masukkan data no tlp tp saya tidak menerima sms kode untuk memulai akunnya.. sudah berkali2. Sudah instal / update yg terbaru tp masih tidak bisa juga.. tolong ya grab dibantu. atau sy pindah aplikasi lain aja yaaa.. Tks,5
"Kecewa sih sekarang promonya terutama grabfoodnya terbatas, minimal pembeliannya juga dibesarin terus dan ada notif promo tp gak bisa dipakai. Awalnya menggunakan aplikasi ini untuk memudahkan sekalian menghemat tp krna udh jd seperti ini jdnya agak malas pake aplikasi ini, semoga di perbaiki dan jangan di perburuk yo 🙂",2
"kode promonya grab kok gk sesuai s&k yg berlaku yg udah tercantum, seharusnya masih bisa di gunakan untuk beberapa hari lagi, tapi blm tanggal expt nya udah gkbisa dipake dan itu semua kodepromo, apalagi setelah di apdet skrg penampilan grab jadi makin rumitt dan ribet .",1
sangat nyaman dan aman serta mudah sbg transpotasi...thank you grab,5
"Saya mohon kejelasan. Pesanan saya dibatalkan oleh penjual, dan saya tidak melakukan kesalahan apa pun. Namun kenapa saya harus menunggu sampai 7 hari untuk dana saya kembali, padahal itu adalah uang saya sendiri? Mohon Grab bisa segera menyelesaikan refund ini tanpa harus merepotkan konsumen yang sudah dirugikan dari awal. Saya harap ada solusi cepat dan profesional.",1
"Sangat buruk, pembayaran menggunakn master card Saldo yg tertahan tidak segera di kembalikan, dan proses nya ribet. ketika pesanan di cansel karna tidak menemukan driver tidak kembali ke rekening. Dan Titik maps sering hilang, pengantaran yg lain udh bener tpi pengentaran selanjutnya sering salah titik.",1
"bagus sih aplikasinya, tapi kalo boleh saran, pemesanan yang di cancel di liat lagi alasannya. kalo semisal ternyata karna resto tutup kan masa pengemudi dan customer yang di batasin pemesanannya. kalo gitu buat apa ada pilihan waktu di cancel kalo ujung ujungnya ternyata sama aja, sisi pemblokir yang kena imbasnya.",5
"MAkin parah, gak bisa donlod aplikasinya, semua data sudh di hapus, semua aplikasi juga dah di hapus tetep aja gak bisa juga, aplikasi ngabisin kuota aja, sama aja aplikasi sedot kuras kouta sampe abis. Perbaiki sampai puasa kinerjanya. Trimz",1
Mengecewakan. Saya ingin masuk account saja tidak bisa sudah sampai dicoba berkali berkali sampai account saya diblokir. Pdhal baru mendafar dan sudah memasukan nmor kode yang sesuai dkirim melalui sms. Tolong perbaiki,1
tepat waktu juga cepat nyampe,5
Bagus buat ygpunya mobilitas tinggi....tapi ntar di menu grab food tampilin juga gambar tiap menu makanan/minuman di tiap restorannya min dan lokasi gps yg udh di tentuin jgan suka ngaco coba....kasian drivernya jdi bingung,5
"Udah lama pakek aplikasi ini ,tapi sekarang banyak banget kurangnya mulai dari maps yang GK sesuai titik padahal udah bener alamat ny, dan banyak biaya yang dibayar sisi lain biaya parkir yang kadang udah jadi satu sama pembayaran makanan masih dimintai lagi.",3
Saya pakai grab sudah lama.. Aplikasi ini mempermudah perjalanan. Tapi saya sedikit tidak nyaman dengan versi terbaru. Sering error. Chat dengan driver sering tidak sampai. Terus akun saya tiba-tiba kena suspend padahal gak lagi ngapa-ngapain beberapa menit kemudian bisa masuk terus ke suspend lagi terus bisa masuk lagi dan terus kaya gitu padahal saya menggunakan aplikasi dengan wajar dan jarang sekali meng cancel perjalanan,3
Tolong dong buat para driver nya sebelum turun kan penumpang di liat harga nya saya udah 3 kali pakai promo kenapa harga nya masih sama padahal saya kalau pake promo liat harga nya turun...kan saya kalau pergi jauh_jauh kalau :( tolong di kondisikan dongg,2
"Kecewa berat susah banget dapet abang grab ke tempat saya nyari 3-4x jga untng2 bsa dapat, padahal dulu gak susah dapetnya, cepat juga. Sama kita ga pernah bandel, pesanan kurang aja saya ksh bintang 5. malah suka bayar lebih :(",3
"Driver skrng pada males, setiap beres hujan pasti kalo dapet trip pendek pada ga mau ambil, dengan berbagai macam alasan yg ga masuk akal.. Saya minta sama grab, tolong di perbaiki lagi.. Kalo bisa, kasih sanksi kepada driver yg pemalas.. Apa gara2 tips nya cuma 5rb terus ga mau ambil? Sedangkan jarak yg jauh tingkat acc tinggi, dan mau diambil.. Mentang2 habis hujan, lonjakan harga jadi tinggi.. Bisa2 saya berhenti pake app grab ini, gara2 kelakuan driver nya seperti itu.. Bukan satu atw dua org, hampir kebanyakan seperti itu..",1
"untuk promo memuaskan, tapi tolong diperbarui untuk keterangan buka atau tutupnya restoran, sudah sering saya memesan makanan yang malah restonya tutup padahal jelas2 di aplikasi tertulis masih buka. untuk yang lainnya saya cukup puas. terimakasih Grab, tingkatkan dan perbarui lagi oke",4
"setiap saya mau pesan selalu tidak ada driver, saya udah nunggu 30 menit lohh kemarin-kemarin wkt awal-awal grab masuk ke kabanjahe masih ada drivernya tp setelah lama saya pake aplikasi nya tiba-tiba saya ga pernah dapat driver lagi. tolong ya kasih tau juga sama mitra kalian di kab.karo khususnya kabanjahe buat aktifkan akun grab nya. saya udah 4x loh mesan tp ga pernah dapat driver kalo drivernya ga ada mulu MENDING GRAB GA USAH MASUK KE KABANJAHE",1
"terima kasih , sudah membantu anak sayaa",5
"apk grab saya kok ga bisa d buka ya sya sedang d luar kota kok ga bs d pakai... gmn sih? ,tulisannya kami gagal menyambungkan anda pada server kami cobalah beberapa saat lagi.. coba lagi. gitu mulu padahal juga baru s upgrade tgl 14jan kemarin. kecewa",5
"Sangat membantu..tp beberapa driver nya minta cancel dan tidak konfirmasi... Harusnya konfirmasi dan berikan penjelasan, Dan kalo memang tidak mau menjalankan orderan nya.. ya jng di ambil orderan nya. Jd tidak buang waktu dan cotumer pun jadi tidak di persulit untuk pesan orderan berikutnya,kadang sulit jadinya klo driver sering cancel krn alasan kejauhan,mogok lah,dll. Sehingga aplikasi cotumer tidak bisa lagi order krn teralu banyak driver yng minta cancel.tolong admint agar lebih Tegas.",5
"Grab sangat membantu sekali .. Ketika pulang sekolah tidak ada yang jemput 
dengan adanya app ini jadi terbantu..drivernya ramah sekali dan cepat bgt 
sampai nya .. Trus untuk kurir nya juga amanah sekali nganterin kiriman 
saya sampai ke tempat yang saya inginkan .. Sukses terus buat grab .. G.job 
👍👍👍👍👍👍⭐⭐⭐⭐⭐",5
"Memuaskan, akan tetapi lebih memuaskan lagi apabila ada fitur hapus riwayat pemesanan.. karena riwayat pemesanan yang terlalu banyak bikin risih juga buat pengguna misal cari pesanan yang lama masa harus buka 1 per satu, enaknya ada fitur checklist dan hapus riwayat biar hanya beberapa saja yang ada di riwayat Alias yang penting2 saja.. makasih",5
Buat mesen makanan dengan alamat yang berbeda susah banget buat nentuin titik petanya apalagi buat order ke luar daerah ngga seperti aplikasi sebelah tinggal ketik nama alamat doang langsung muncul sayang aja kebetulan restoran yang mau dipesen adanya cuma digrab 😪,1
Trima kasih sudah sampe dengan cepat,5
Mudah dan praktis,5
"Layanan yang disediakan lengkap. Promo banyak, tapi mayoritas hoax karena tidak bisa digunakan. Tolong diperbaiki, jika memang tidak ada promo ya tidak perlu ditampilkan. Selain itu grab juga miskin promo dan opsi langganan tidak ada / sedikit untuk grab bike.",3
Aplikasinya masih suka error.. Mau ngasih bintang tapi ga bisa2. Pesenan udah selesai.. Tp gabisa keluar dr tab pesanan yg udh selesai itu. Alhasil harus hapus data dulu dan login ulang biar bisa pake lagi . Repot,4
"Menurut saya grab harus lebih selective dalam memilih partner dengan restoran. Karena sudah berkali2 pengalaman beli di grabfood sangat mengecewakan. Baik dari segi harga,rasa,dan kebersihan dari restoran tsb. Padahal liat rating bagus, pas beli aduh jauhhh dari ekspektasi. Tolong untuk diperhatikan lagi. Kasihan kami para pelanggan. Padahal untuk semua layanannya udah bagus kecuali grabfood :(",2
"Memorinya makin gede. Saya pengguna lama, tapi pas login lagi ga bisa terus aplikasi langsung merespon ""Grab tidak menanggapi"" gitu terus kemudian menutup sendiri. Apakah karena HP saya jadul kentang yang memorinya kecil? Omg",1
"diminta verifikasi muka, tapi aplikasi cuma stuck di pegang hp dengan tegak, padahal posisi hp sudah tegak.",1
"Hallo selamat malem,,,aku mau tanya ko grabe gak bisa kebuka ya kalau mau pesen selalu muncul sayangnya grab telah berhenti terus kembali ke menu lagi,,,walaupun udah aku hapus terus download lgi masih tetep gak bisa kebuka tolong di perbaiki ya,,,jadi kemana2 tuh susah",1
"Saya kecewa sama grad dibagian go-foodnya. Tolong dong grab Kebanyakan harga di app sama real nya itu beda jauh. Secara ga langsung ini penipuan krn ketika sampai saya harus bayar lebih dr yg di app, bahkan bisa 100% lebih mahal. Tolong diperhatikan.",3
"sedikit kecewa dengan grab karna akhir akhir ini beberapa kali mengalami ketidaknyamanan, padahal sudah menjadi member VIP, masukan untuk pihak grab untuk menghimbau para Mitranya agar bisa lebih profesional saat sedang bekerja seperti menyiapkan jas hujan, bensin, uang kembalian, dan kelayakan kendaraan serta estimasi waktu, semoga kedepannya grab bisa lebih berkembang dan jauh lebih baik dalam pelayanannya terimakasih 🙏🙏",3
"Kenapa, karena voucher promo yang saya dapat tidak bisa dipakai, padahal dari kentuan yang ada pada voucher masih bisa digunakan, batas waktu masih ada, batas pemakaian belum dipakai, tapi setiap kali pakai voucher promo, selalu gagal dan pesan errornya sudah habis dipakai, mohon untuk dapat diperbaiki kembali.",3
"Kenapa fitur martnya sangat lelet, lemot, lambat, setiap kali ingin menggunakan fitur ini utk belanja berharap menjadi solusi biar gausah keluar rumah, eh malah selalu lelet tbtb aplikasi keluar sendiri, hufttt tolong diperbaiki lagi lahhh, Terimakasih 🙏",5
di pengantaran tolong map nya dibenerin. kadang suka zoom out sendiri dan susah banget buat zoom in. jadi ribet banget kalo mau tau posisi pengantarnya dimana. tolong di perbaiki. apa lagi kalo lokasi nya jauh jadi makin susah buat tau detail jalannya.,3
"Langganan Banget pake grab, cuma meski premium ya gk ada keuntungan apapun, bonus poin berkurang, harga nya sekarang up sampai 5ribu biasanya 13k masa sampe 18k padahal dekat, pakai ovo juga sama. Promo nya gak kayak dulu yang setiap hari dapet terus.",2
"Saya posisi dipalangkaraya , saya pencinta grab sejak dia masuk, tapi sekarang kok di aplikasi malah hampir semua warung di palangkarya di aplikasi tutup 70% gimna mau ngorder kalau di aplikasi keterangannya ga bisa ngantar , padahal warung trsbt buka saja. Makin kesini grab makin aneh2 aja , bisa pindah ke sebelah kalau caranya gini warung di aplikasi banyak di tutup ga jelas.",1
"Saldo ovo di grab malah gak bisa di pake, padahal gak punya pembayaran yg kepending .... Tapi muncul di histori kalo pake ovo dan belom di bayar sedangkan pas hari itu pake nya promo dan cash bayar .... Kecewa banget segitu nya buat nyari duit mpe ngecewain penumpang dan anehnya lagi gak ada riwayatnya di email atau di notifikasinya cuman muncul di riwayat , sedang kalo orderan yg Laen ada semua histori nya.",1
"wahai grab tolong dong apknya diperbaiki lagi, sy beberapa x kalo dapet driver gk bisa dihubungi (chat/telfon), di apk saya driver diam ditempat tidak jalan"", tapi pas saya cancel (karena sudah nunggu dan gk ada balasan) ternyata drivernya datang :""( tolong apknya diperbaiki lagi, benar"" menyebalkan karena sy jd gak enak, padahal kondisinya sy juga buru"" dan drivernya gk ada balasan.",4
"Memberi kemudahan dlm satu aplikasi,cocok untuk saya yg tidak punya mobil tanpa harus memikirkan perawatan,bensin serta lahan parkir... Mau kemana aja tinggal order dan bayar tarif sesuai aplikasi... Trmksh grab semoga selalu mengutamakan kepuasan pelanggan.",5
"Sangat disayangkang aplikasi ini sebetulnya sangat membantu, tapi kenapa saya tidak bisa memesan makanan, padahal tinggal klik pesanan, kenapa sekarang jadi tidabisa digunakan saya sangat kecewa padahal saya sangat membutuhkan, tapi tidakbisa membantu, maap saya uninstal",1
"Sangat membantu ketika sedang mengalami posisi yg sangat mendadak, tapi setidaknya ketika ongkos naik perbanyaklah promo, saya sangat jarang dapat promo di grabike dan itu ongkosnya mahal bagi saya seorang mahasiswa. Terimakasih",3
"sangat membantu thank u,tetap pertahankan😍🫰",5
"Maaf sebelumnya ni.. aku suka banget pakai grab.. kemana"" enak dan mesan makanan pun mudah.. tapi setelah liburan ini aku mau pakai aplikasi nya tiba"" nggak bisa.. trus ada baca.an anda dinonaktifkan.. aku coba daftar lagi nggak bisa.. jadi aku bingung gimana cara pakai aplikasi ini lagi.. Padahal aku nggk bikin salah kenapa tiba"" k.blok nggak bisa d.pakai lagi grabnya.. tanya teman saya ternyata dia nggak bisa pakai aplikasi grabnya..",5
"Saya pengguna apk grab dari pertama hadirnya grab begitu gampang dan mudah semua. Tapi makin lama makin mahal. Kecewa! Iya kecewa saya. Grab sekarang bukan mempermudah malah dibikin susah. Sejak update serba mahal,apa lagi grab food lebih mahal di ongkirnya. Dulu ngga segitu dan kadang harga sesuai yg kita pesen, tetep segitu gak nambah2.",2
"Harga grab food yg tertera di aplikasi gak diupdate, harganya beda jauh lebih murah sama outletnya, padahal udah diorder. Jadi harus bayar lebih sesuai yg dioutlet. Udah gitu yg ngambil orderan lama bgt",1
"jelek, lelet, Drive nya contoh nya ngambil pesanan makanan, makanan nya udah selesai eh driver nya datang 30 menit kemudian padahal makanan udah selesai, kan kasihan yang nunggu itu makanan, sungguh jelek manajemen waktu nya",1
"Koq jaringan ku bagus, udah ngisi data lengkap, udah ngulang ngulang terus, tetap aja nggak jadi... Ditulis tunggu sebentar akunmu sedang dibuat,, tapi koq udah aku tunggu sejam,juga ngk bisa... Koq kayak gini sih?? Tolong diperbaiki, padahal aplikasi ini sangat membantu sekali.",1
"Mohon sistem double order dihapuskan. Saya order lebih dari 45 menit bahkan seringanya hampir 1jam datangnya. Cuman gara"" harus mengantar makanan ke tempat orang lain. Makanan saya jadi dingin dan sudah tidak enak lagi, minuman yg pakai es juga jadi nga enak lagi, mau komplain sama drivernya kasian dan nga mungkin. Sangat sangat merugikan customer. Saya juga baca banyak sekali ulasan jelek tentang double order. Tolong di baca ulasan tentang ini Mohon di kaji ulang kembali Terima kasih",1
"Sudah bolak balik saya install tp terus bermasalah!! Sudah mendaftarnya ribet, begitu sudah terdaftar, disuruh turn on location tp setelah layanan lokasi di hidupkan malah ga bisa masuk!!!",1
"Aplikasi saat pemesanan orderan sdh sesuai gps, pas dtekan simbol gps dkanan bawah malah jadi ngaco.. Dset manual titik penjemputan juga malah geser kanan dan kiri. Coba dibuat lebih simpel dan gampang digunakan. Terlepas dari hrg murah, saya tidak melihat peningkatan dsisi driver dan kendaraannya, lama2 ujung2nya kaya transportasi swasta biasa.. Dan akhirnya bisa ditebak.. transportasi murahan.. Saya lbh suka transportasi online dulunya ketimbang sekarang. Mereka punya prestisius sendiri menjadi driver online.",2
Setelah di upgrade aplikasi nya malah ga bagus. Setiap login dan mau melakukan pemesanan tiba2 aplikasi lsng keluar. Hrs login beberapa kali trs keluar lg. Jdi memakan waktu dan buat kesel.,2
"Bagus, jasa driver sangat membantu sekali, tetapi harga di grabfood jauh berbeda dengan harga asli di beberapa gerai makan (tidak semua). Itu mungkin kesepakatan antara pihak grab dgn outlet tetapi hal ini sangat merugikan pengguna grab. Apalah artinya voucher diskon jika harga makanan akhirnya sama bahkan melebihi harga beli langsung di gerai, apalagi ditambah ongkir, seperti memberi harapan palsu hehehe. Semoga secepatnya mendapat jalan tengah agar semua pihak dapat diuntungkan 👌",3
"Aplikasi Grab sebenarnya bagus karena memudahkan saya dalam bepergian ke tempat lain. Hanya saja untuk OVO pada Grab tetap tidak bisa diaktifkan di ponsel saya, bahkan saya coba aktifkan berkali-kali tetap saja tidak berfungsi. Padahal OVO tersebut sangat berguna bagi saya dikarenakan lebih praktis serta lebih murah daripada membayarnya dengan uang tunai. Mohon kepada pengembang aplikasi Grab agar dapat memberikan solusi yang tepat untuk mengatasi kesulitan dalam mengaktifkan OVO tersebut.",1
"terkait grab rewards yang saya beli pakai poin tetapi sampai sekarang tidak muncul direwards saya, saya sudah menghubungi pusat bantuan mereka merespon cepat dengan mengatakan sudah di perbaiki, tetapi sudah mau 1 minggu sampai sekarang tidak ada reward saya!!!!!!",1
"Sistem udah bisa diperbaiki, masa gak ada kebijakan cancel time segala macam.",1
"sekarang tidak bisa men titik kan lokasi,koq grab nya yg otomatis mentitikan,jadi lokasi antar selalu, salah :(..pengemudi jadi nya mengeluh tidak sesuai titik,padahal aplikasi nya yg makin kesini makin ga bisa lagi",3
Aplikasinya bagus.. Tapi sayang .setiap di kasih vocer grab food ..cuma bisa pakai buat pagi sama siang aja.. Kalau udah sore .apa lgi malam.. Vocernya tidak bisa di gunakan.. Tarip ongkirnya kok tiba2 naik ya.. Yg biasa 5000..jadi 10.000. Tolong di perbaiki lgi,5
Aplikasinya tidak seperti dulu sangat mengecewakan harga makanan ketika mai pesan grab food di top up dengan tidak wajar juga untuk biaya antar nya malah semakin mahal tidak sepadan dengan jarak dan harga makanan,1
"Pertama pesen pake Kode grabgift berhasil, Tiba-tiba sama restonya dibatalkan pas mau pesen ke restoran lain malah udah gak berlaku grabgiftnya,, tolong diperbaiki, dulu juga akun pertama saya dibekukan padahal kaga ada apa-apa .",3
Saya sih suka tapi kekurangannya itu saat saya beli makanan lewat grab food dan di restoran tersebut sudah abis stocknya dan aku memilih menu lain tapi di kertas pembayarannya tetap di tulis stock yg udah abis tadi tapi pembayarannya sesuai dengan menu.,3
"Promo makanannya emg banyak dan lebih unggul sih menurutku (tapi aku yakin ini ga akan bertahan lama, mau sampe kapan promo makanan terus dan ngebakar duit). Untuk service nya secara general masih bagusan lapak sebelah sih. Semoga bisa terus ditingkatkan.",3
nyari kendaraan nya lama banget sekrang mah susah lemot..d kasih nya yg jauh mulu,1
"Ada bug pada aplikasi ini, ketika memesan Grab Express jika sudah mendapatkan driver kemudian menekan pengantaran lain kemudian kembali ke menu utama tidak bisa. Jendela tampilan tetap di menu Express. Jika kita keluar kan aplikasi sama saja, solusi nya wajib memesan Express lagi agar jendela bisa ke menu utama. Mohon perbaikan sangat mengganggu sekali.",3
Maaf mau tanya.. apakah aplikasi grab skrg langsung muncul konfirmasi penjemputan? Tanpa ada tulisan harga dulu. Atau bagaimana?soalny kita mau cek hrga dulu kan ngga mungkin lgsg psen! Sgt beda sama yg dulu jd saya bingung. Mohon penjelasannya.,2
Saya merasa kecewa dengan grab padahal saya pelanggan lama Platinum. Saya ganti nomor hp lewat pengaturan akun. Setelah ganti nomor saya malah disuspend dengan alasan perangkat saya lebih dari satu akun. Ketika login ke hp lain. Saya sudah mengajukan banding tetap disuspend. Kayaknya sistem rule di grab terlalu berlebihan. Dan menghakimi secara sepihak.,1
"Sudah bertahun2 pake aplikasi grab, eh kata system akun di non aktif kan gara2 melanggar ketentuan grab, giliran minta buktiin gk bisa buktiin. Terpaksa di hapus aja, toh masih bagus aplikasi dalam negeri sendiri, nyesel sudah pake aplikasi kyk gini.",1
"Pesan grab di bandara Soetta via app ini, diharuskan verifikasi foto selfie dan masukin kartu kredit atau kartu debit. Gak bisa diskip, diharuskan di app nya kalo mau order grabcar. Akhir nya pesan Gocar di pick up point sampingnya. App gini bukannya malah mempermudah, malah mempersulit. Ditambah lagi partner nya OVO yang top up kena biaya Rp 1.500. Makin malas deh pakai app ini.",1
"Ini sering banget di kritik. Tolong pengemudinya dilatih biar bener bener bisa pakai map. Sering banget saya dapet driver yang gk bisa pakai map, sering kelewatan, trs pakai nanya ""lokasi dimana?"" padahal sudah tertera di alamat. Ini mungkin sepele, tp kalau dialamin terus menerus jadinya kesel juga. Terutama buat *maaf driver yg sudah lumayan sepuh, biasanya masih bingung gunain teknologi.",4
"Nyaman a donwload grab, mon sengkah se keluarrah roh keng tinggal le messen le deteng ke roma. Ongghu cek nyamannah.",5
"pengalaman pesan Grabfood di malam takbiran, Kualitas driver turun drastis krna bnyak driver yg off mudik, akibatnya pesanan saya dibatalkan sistem setelah 2 jam menunggu dpat driver, kemudian coba pesan kedua kali nya, muncul driver pertama, saya coba chat dgn ramah untuk sampaikan ctatan, dibalas dgn ""beli langsung saja ke resto, saya cuma antar orderan"" kemudian di cancel, driver kedua bersikap buruk karna uang nya selisih 50 perak di ajak bicara diam dan pergi setelah hitung uang, bintang 2.",2
"cukup bagus dan membantu, tp terkadang drivernye membuat kita kurang nyaman dengan pelayanannya karena rata-rata mereka tidak suka ngantar yang jauhan. akibatnya kita disuruh cancel padahal bila kita cancel akun kita bakalan disuspen oleh grab. Buat diskonnya lumayanlah untuk membantu meringanan biaya. Tp akhir-akhir ini udah jarang sekali diskon jatuhnya lebih mahal dari kompetitor.",4
"Semua aplikasi yg mengharuskan penggunanya untuk meng-update aplikasi pasti saya uninstal , sebab apa di saat lagi butuh dan terbatas waktu kita gak bisa buka aplikasi kalau tidak di update. Bayangkan gimana kalo situasi urgent?? Pikirkan lagi permasalahan itu , kalau ada bintang NOL pasti saya klik",1
"mungkin fiturnya di perbaiki atau di koreksi terutama yang driver bisa dapat orderan 2... tolong di koreksi di beberapa restaurant, karena ada beberapa makanan yang seharusnya di makannya/ di sajikannya dalam kondisi panas malah sampai2 sudah dingin,dan sampai lengket nyatu2 alias menggabung sangking lamanya mengantarkan..",1
Makin jelek. Masa pas log in malah ke log out sendiri terus pas mau log in lagi malah akunnya ditangguhkan padahal ga ngapa2in cuma nge cek harga doang. Terus promonya juga ga bisa di pake gara2 udh make lebih dari s&k padahal gua ga pernah make,1
Saya gak sukak kalau pesan grabfood itu driver nya maraton(lagi ngantar pesanan org lain tapi bisa ambil orderan lg) Jd kan terlalu lama nyampek pesanan nya. Mau nya kalau lagi antar pesanan jgn trima orderan makanan lain nya. Jdi gak kecewa customer.,1
"Hari ini sy coba unisntall apk, krn ga bisa menuju home (yg tersedia pilihan grabfood, grabcar, grabike, dll). terakhir pakai untuk grabexpress, eh setelah itu tiap buka apk selalu masuk di halaman itu, ga bisa pilih layanan yg lain . pdhal mau pilih grabfood :"" teruusss setelah reinstall, login lagi tp button link ""Lanjutkan dengan Google"" ga bisa berfungsii .. please segera perbaikii .. need urgent",4
"Tolong dong siatem nya di peebaiki ! Harusnya Jika seorang driver dapet bintang kurang dari 5bintang dan 1x dalam jangka waktu yg di tentukan maka barulah driver tersebut dapat penurunan peeforma, jangan satu kali langsung di turunkan karena tidak semua pelanggan itu jga baik. Banyak yg minta melanggar rambu lalu lintas dan jika tidak di ikuti mereka kasih bintang 1 atau 2, intinya mereka menilai buruk pada driver. Jadi tolong di perhatikan hal ini .",5
"Aq bru mau ambil aplikasi grab...tapi akun selalu ditolak, pake fb. Email salah. Un instal...coba instal lagi, kejadiannya sama, email SALAH.. lalu aq coba GOJEK...dengan cara pengisian yg sama, akun diterima gak sampai 3menit semuanya lancar.. Akun sosmed aq dah lebih 8th dan gak pernah di ganti.",1
gak bisa kasih solusi yang tepat,3
